tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,player_id,player_seed,player_entry,player_name,player_hand,player_ht,player_ioc,player_age,player_rank,player_rank_points,opponent_id,opponent_seed,opponent_entry,opponent_name,opponent_hand,opponent_ht,opponent_ioc,opponent_age,opponent_rank,opponent_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2025-8994,Mallorca,Grass,28,A,20250623,20,209098,,,Hamad Medjedovic,R,188,SRB,21.933,73,853,126128,,,Roman Safiullin,R,185,RUS,27.877,75,816,6-4 3-6 7-6(4),3,R16,146,12,6,104,71,56,15,15,6,7,12,4,102,68,49,23,16,1,2
2025-8994,Mallorca,Grass,28,A,20250623,21,200000,2,,Felix Auger-Aliassime,R,193,CAN,24.873,27,1775,209098,,,Hamad Medjedovic,R,188,SRB,21.933,73,853,3-6 6-1 6-4,3,QF,129,11,1,77,55,42,13,13,5,6,5,6,78,43,30,19,13,3,6
2025-8994,Mallorca,Grass,28,A,20250623,22,210506,3,,Alex Michelsen,R,193,USA,20.827,33,1620,105138,7,,Roberto Bautista Agut,R,183,ESP,37.191,43,1236,6-4 7-6(4),3,QF,103,10,1,72,48,34,15,11,2,3,3,0,71,50,34,11,11,2,4
2025-8994,Mallorca,Grass,28,A,20250623,23,134868,4,,Tallon Griekspoor,R,188,NED,28.975,34,1535,209113,6,,Gabriel Diallo,R,203,CAN,23.745,41,1285,6-4 6-4,3,QF,88,4,1,54,37,29,12,10,1,1,8,4,61,39,30,10,10,2,4
2025-8994,Mallorca,Grass,28,A,20250623,24,144895,,,Corentin Moutet,L,180,FRA,26.179,83,739,210530,,,Learner Tien,L,180,USA,19.556,67,903,6-2 7-5,3,QF,109,1,1,65,45,34,10,10,5,6,0,5,74,42,27,12,10,6,10
2025-8994,Mallorca,Grass,28,A,20250623,25,134868,4,,Tallon Griekspoor,R,188,NED,28.975,34,1535,200000,2,,Felix Auger-Aliassime,R,193,CAN,24.873,27,1775,6-4 6-4,3,SF,90,5,4,75,48,36,13,10,6,6,11,1,53,33,26,12,10,4,6
2025-8994,Mallorca,Grass,28,A,20250623,26,144895,,,Corentin Moutet,L,180,FRA,26.179,83,739,210506,3,,Alex Michelsen,R,193,USA,20.827,33,1620,6-4 7-6(3),3,SF,115,4,1,76,51,35,14,11,8,10,1,1,72,44,25,16,11,6,9
2025-8994,Mallorca,Grass,28,A,20250623,27,134868,4,,Tallon Griekspoor,R,188,NED,28.975,34,1535,144895,,,Corentin Moutet,L,180,FRA,26.179,83,739,7-5 7-6(3),3,F,116,4,1,81,55,41,17,12,4,4,6,1,73,46,34,17,12,3,4
2025-741,Eastbourne,Grass,28,A,20250623,1,207985,,,Jacob Fearnley,R,183,GBR,23.94,51,1048,207925,5,,Flavio Cobolli,R,183,ITA,23.132,24,2060,6-2 6-2,3,R32,65,4,1,44,35,25,6,8,0,1,1,4,63,36,22,7,8,4,9
2025-741,Eastbourne,Grass,28,A,20250623,2,132686,8,,Nuno Borges,R,185,POR,28.339,37,1400,P0HT,,WC,Jack Pinnington Jones,R,180,GBR,22.234,282,196,4-6 6-3 6-3,3,R32,121,7,1,86,65,47,9,14,5,8,3,14,105,68,45,14,14,8,13
2025-741,Eastbourne,Grass,28,A,20250623,3,202385,,LL,Jenson Brooksby,R,193,USA,24.657,149,405,207681,,,Francisco Comesana,R,178,ARG,24.712,65,914,7-6(6) 6-4,3,R32,105,2,0,68,44,31,16,11,3,5,6,4,74,52,34,11,11,7,10
2025-741,Eastbourne,Grass,28,A,20250623,4,105902,,Q,James Duckworth,R,183,AUS,33.421,106,528,126846,,Q,Aleksandar Vukic,R,188,AUS,29.213,80,758,6-3 6-7(5) 6-1,3,R32,141,10,3,96,63,50,19,15,5,5,5,2,91,55,36,19,13,8,11
2025-741,Eastbourne,Grass,28,A,20250623,5,106218,,,Marcos Giron,R,180,USA,31.915,46,1175,209260,,,Luciano Darderi,R,183,ITA,23.354,56,1004,6-4 7-5,3,R32,82,4,0,74,50,31,17,11,5,6,2,3,66,43,29,11,11,2,5
2025-741,Eastbourne,Grass,28,A,20250623,6,126129,,LL,Billy Harris,R,193,GBR,30.409,142,426,111815,,WC,Cameron Norrie,L,188,GBR,29.834,61,952,6-4 6-4,3,R32,84,4,1,68,48,35,10,10,7,8,0,1,53,35,18,14,10,0,3
2025-741,Eastbourne,Grass,28,A,20250623,7,124187,,PR,Reilly Opelka,R,211,USA,27.819,72,858,207785,,Q,George Loffhagen,R,188,GBR,24.178,302,172,7-6(6) 3-6 7-6(1),3,R32,148,19,4,103,65,51,24,16,5,6,11,6,115,77,61,21,17,4,4
2025-741,Eastbourne,Grass,28,A,20250623,8,200221,6,,Alejandro Davidovich Fokina,R,180,ESP,26.051,28,1770,202358,,LL,Chun-Hsin Tseng,R,175,TPE,23.874,96,648,7-6(6) 6-2,3,R32,93,2,3,60,40,35,13,10,2,2,3,4,79,48,31,17,10,7,9
2025-741,Eastbourne,Grass,28,A,20250623,9,208233,,Q,Mattia Bellucci,L,175,ITA,24.06,74,836,111460,,,Quentin Halys,R,191,FRA,28.657,47,1174,6-4 6-2,3,R32,68,1,2,49,28,23,16,9,1,1,5,3,49,30,22,7,9,1,4
2025-741,Eastbourne,Grass,28,A,20250623,10,105554,,WC,Daniel Evans,R,175,GBR,35.086,170,325,200175,,,Miomir Kecmanovic,R,183,SRB,25.812,49,1146,3-6 6-4 6-4,3,R32,129,6,3,95,63,46,13,15,4,8,5,3,78,55,37,11,14,4,8
2025-741,Eastbourne,Grass,28,A,20250623,11,211663,,,Joao Fonseca,R,188,BRA,18.839,57,991,200267,,,Zizou Bergs,R,185,BEL,26.056,50,1079,6-7(8) 6-0 6-3,3,R32,128,3,2,90,71,50,14,14,2,3,14,8,102,67,42,15,13,7,12
2025-741,Eastbourne,Grass,28,A,20250623,12,132283,,,Lorenzo Sonego,R,191,ITA,30.119,48,1171,206681,,,Fabian Marozsan,R,193,HUN,25.708,58,990,6-2 6-4,3,R32,78,1,3,54,32,27,12,9,2,2,2,2,52,39,24,5,9,0,3
2025-741,Eastbourne,Grass,28,A,20250623,13,126203,1,,Taylor Fritz,R,196,USA,27.652,5,4635,211663,,,Joao Fonseca,R,188,BRA,18.839,57,991,6-3 6-7(5) 7-5,3,R16,122,17,2,106,72,56,17,17,1,2,7,1,90,62,48,14,16,4,7
2025-741,Eastbourne,Grass,28,A,20250623,14,105554,,WC,Daniel Evans,R,175,GBR,35.086,170,325,126205,2,,Tommy Paul,R,185,USA,28.101,13,2970,6-4 3-6 6-3,3,R16,134,4,2,76,43,30,19,14,2,5,6,3,97,53,38,19,14,10,14
2025-741,Eastbourne,Grass,28,A,20250623,15,210150,3,,Jakub Mensik,R,196,CZE,19.808,17,2356,124187,,PR,Reilly Opelka,R,211,USA,27.819,72,858,7-5 6-3,3,R16,86,12,2,64,41,30,17,11,0,0,10,4,72,42,29,13,10,1,3
2025-741,Eastbourne,Grass,28,A,20250623,16,200005,4,,Ugo Humbert,L,188,FRA,26.992,20,2195,132283,,,Lorenzo Sonego,R,191,ITA,30.119,48,1171,7-5 6-4,3,R16,100,4,2,65,33,24,25,11,0,0,3,3,65,53,38,5,11,4,6
2025-741,Eastbourne,Grass,28,A,20250623,17,200221,6,,Alejandro Davidovich Fokina,R,180,ESP,26.051,28,1770,105902,,Q,James Duckworth,R,183,AUS,33.421,106,528,6-7(3) 6-3 6-4,3,R16,135,10,5,114,71,52,24,16,8,9,7,1,86,55,39,16,15,4,7
2025-741,Eastbourne,Grass,28,A,20250623,18,202385,,LL,Jenson Brooksby,R,193,USA,24.657,149,405,132686,8,,Nuno Borges,R,185,POR,28.339,37,1400,6-4 6-4,3,R16,81,2,1,58,35,29,12,10,1,2,2,0,57,40,25,9,10,2,5
2025-741,Eastbourne,Grass,28,A,20250623,19,106218,,,Marcos Giron,R,180,USA,31.915,46,1175,207985,,,Jacob Fearnley,R,183,GBR,23.94,51,1048,6-3 6-1,3,R16,63,1,0,42,24,19,12,8,1,2,1,5,51,35,19,4,8,4,9
2025-741,Eastbourne,Grass,28,A,20250623,20,126129,,LL,Billy Harris,R,193,GBR,30.409,142,426,208233,,Q,Mattia Bellucci,L,175,ITA,24.06,74,836,6-3 6-4,3,R16,89,2,1,66,46,34,11,10,2,2,5,3,53,34,26,8,9,2,4
2025-741,Eastbourne,Grass,28,A,20250623,21,126203,1,,Taylor Fritz,R,196,USA,27.652,5,4635,106218,,,Marcos Giron,R,180,USA,31.915,46,1175,7-5 4-6 7-5,3,QF,144,16,1,99,72,58,10,17,1,4,3,5,102,56,42,22,17,1,5
2025-741,Eastbourne,Grass,28,A,20250623,22,200221,6,,Alejandro Davidovich Fokina,R,180,ESP,26.051,28,1770,210150,3,,Jakub Mensik,R,196,CZE,19.808,17,2356,6-4 7-5,3,QF,104,1,4,76,46,33,17,11,6,7,9,4,85,55,35,14,11,7,10
2025-741,Eastbourne,Grass,28,A,20250623,23,200005,4,,Ugo Humbert,L,188,FRA,26.992,20,2195,126129,,LL,Billy Harris,R,193,GBR,30.409,142,426,7-6(4) 6-1,3,QF,101,3,3,53,35,27,9,9,0,2,2,3,67,42,21,12,10,5,10
2025-741,Eastbourne,Grass,28,A,20250623,24,202385,,LL,Jenson Brooksby,R,193,USA,24.657,149,405,105554,,WC,Daniel Evans,R,175,GBR,35.086,170,325,6-2 6-3,3,QF,83,4,2,38,24,21,11,8,0,0,2,1,63,39,22,10,9,2,6
2025-741,Eastbourne,Grass,28,A,20250623,25,126203,1,,Taylor Fritz,R,196,USA,27.652,5,4635,200221,6,,Alejandro Davidovich Fokina,R,180,ESP,26.051,28,1770,6-3 3-6 6-1,3,SF,93,18,0,77,54,42,12,13,2,3,1,2,65,43,30,11,12,0,3
2025-741,Eastbourne,Grass,28,A,20250623,26,202385,,LL,Jenson Brooksby,R,193,USA,24.657,149,405,200005,4,,Ugo Humbert,L,188,FRA,26.992,20,2195,6-7(7) 6-4 6-4,3,SF,167,4,6,104,56,39,26,16,9,13,4,3,103,65,44,16,16,7,13
2025-741,Eastbourne,Grass,28,A,20250623,27,126203,1,,Taylor Fritz,R,196,USA,27.652,5,4635,202385,,LL,Jenson Brooksby,R,193,USA,24.657,149,405,7-5 6-1,3,F,86,8,1,66,40,29,14,10,6,7,0,0,51,36,19,8,9,3,7
2025-540,Wimbledon,Grass,128,G,20250630,1,206173,1,,Jannik Sinner,R,191,ITA,23.871,1,10430,208134,,,Luca Nardi,R,185,ITA,21.9,95,655,6-4 6-3 6-0,5,R128,108,9,2,65,38,34,19,13,0,0,3,5,88,48,28,17,12,8,13
2025-540,Wimbledon,Grass,128,G,20250630,2,207733,4,,Jack Draper,L,193,GBR,23.521,4,4650,202104,,,Sebastian Baez,R,170,ARG,24.504,38,1370,6-2 6-2 2-1 RET,5,R128,74,10,1,41,27,25,11,9,0,0,1,3,63,42,25,9,10,0,5
2025-540,Wimbledon,Grass,128,G,20250630,3,104925,6,,Novak Djokovic,R,188,SRB,38.108,6,4630,124186,,,Alexandre Muller,R,183,FRA,28.408,41,1311,6-1 6-7(7) 6-2 6-2,5,R128,199,22,1,103,72,59,19,17,3,3,8,7,172,111,67,25,18,20,27
2025-540,Wimbledon,Grass,128,G,20250630,4,105932,,Q,Nikoloz Basilashvili,R,185,GEO,33.35,126,474,207518,7,,Lorenzo Musetti,R,185,ITA,23.326,7,4140,6-2 4-6 7-5 6-1,5,R128,145,15,4,111,52,43,35,19,4,5,6,5,107,63,39,27,18,6,11
2025-540,Wimbledon,Grass,128,G,20250630,5,210097,10,,Ben Shelton,L,193,USA,22.724,10,3130,106109,,Q,Alex Bolt,L,183,AUS,32.482,179,309,6-4 7-6(1) 7-6(4),5,R128,149,15,6,108,72,59,19,17,1,2,7,5,115,78,56,19,17,5,7
2025-540,Wimbledon,Grass,128,G,20250630,6,200282,11,,Alex de Minaur,R,183,AUS,26.366,11,3085,106148,,,Roberto Carballes Baena,R,183,ESP,32.271,74,849,6-2 6-2 7-6(2),5,R128,145,8,3,88,41,33,28,14,4,5,4,4,95,52,34,17,14,5,10
2025-540,Wimbledon,Grass,128,G,20250630,7,126205,13,,Tommy Paul,R,185,USA,28.12,13,2970,M0ON,,WC,Johannus Monday,L,198,GBR,23.436,224,249,6-4 6-4 6-2,5,R128,103,9,3,72,46,40,17,14,2,2,7,2,82,48,35,17,14,2,6
2025-540,Wimbledon,Grass,128,G,20250630,8,210150,15,,Jakub Mensik,R,196,CZE,19.828,17,2356,200384,,,Hugo Gaston,L,173,FRA,24.758,86,693,6-1 4-6 6-2 6-2,5,R128,125,20,4,91,56,50,18,17,1,2,6,1,102,57,34,24,16,6,12
2025-540,Wimbledon,Grass,128,G,20250630,9,104792,,,Gael Monfils,R,193,FRA,38.828,48,1165,200005,18,,Ugo Humbert,L,188,FRA,27.012,18,2285,6-4 3-6 6-7(5) 7-5 6-2,5,R128,237,28,15,161,91,70,35,25,7,11,10,6,170,108,76,31,26,6,13
2025-540,Wimbledon,Grass,128,G,20250630,10,105777,19,,Grigor Dimitrov,R,191,BUL,34.125,21,2155,106415,,,Yoshihito Nishioka,L,170,JPN,29.758,82,724,6-2 6-3 6-4,5,R128,99,26,3,67,49,47,9,14,0,0,1,1,87,54,35,16,13,4,8
2025-540,Wimbledon,Grass,128,G,20250630,11,207830,21,,Tomas Machac,R,183,CZE,24.712,23,2110,106000,,,Damir Dzumhur,R,175,BIH,33.112,67,900,6-3 6-2 6-4,5,R128,100,7,1,73,50,39,16,14,2,3,1,2,83,48,29,16,13,3,8
2025-540,Wimbledon,Grass,128,G,20250630,12,207925,22,,Flavio Cobolli,R,183,ITA,23.151,24,2035,202320,,Q,Beibit Zhukayev,R,198,KAZ,24.715,247,229,6-3 7-6(7) 6-1,5,R128,106,11,3,85,57,46,21,15,2,2,14,6,89,56,42,15,13,5,8
2025-540,Wimbledon,Grass,128,G,20250630,13,208363,,,Mariano Navone,R,178,ARG,24.337,91,670,133430,27,,Denis Shapovalov,L,185,CAN,26.209,30,1676,3-6 6-4 6-1 6-4,5,R128,148,1,5,104,62,43,27,18,4,7,6,11,111,60,43,21,18,4,10
2025-540,Wimbledon,Grass,128,G,20250630,14,144719,,,Jaume Munar,R,183,ESP,28.153,55,1012,122330,28,,Alexander Bublik,R,196,KAZ,28.036,31,1675,6-4 3-6 4-6 7-6(5) 6-2,5,R128,204,8,6,151,88,63,34,24,7,12,21,8,148,86,65,28,25,3,9
2025-540,Wimbledon,Grass,128,G,20250630,15,206909,29,,Brandon Nakashima,R,188,USA,23.907,34,1650,207352,,,Yunchaokete Bu,R,185,CHN,23.444,71,874,6-4 4-6 7-6(1) 6-4,5,R128,214,21,3,131,88,67,23,21,7,9,14,4,148,92,65,24,21,5,8
2025-540,Wimbledon,Grass,128,G,20250630,16,200175,,,Miomir Kecmanovic,R,183,SRB,25.832,49,1106,210506,30,,Alex Michelsen,R,193,USA,20.846,32,1670,6-2 3-6 6-3 3-6 7-6(6),5,R128,193,10,6,147,99,77,25,23,3,5,12,9,151,96,69,30,24,3,6
2025-540,Wimbledon,Grass,128,G,20250630,17,209070,,Q,Arthur Cazaux,R,183,FRA,22.853,115,505,200443,,,Adam Walton,R,183,AUS,26.204,90,678,6-3 7-6(6) 4-6 6-7(5) 6-1,5,R128,254,24,8,163,116,98,17,25,6,7,12,2,176,111,73,40,25,13,17
2025-540,Wimbledon,Grass,128,G,20250630,18,105227,,,Marin Cilic,R,198,CRO,36.753,83,722,209920,,,Raphael Collignon,R,191,BEL,23.461,85,705,6-3 6-4 6-3,5,R128,108,16,0,75,44,37,18,14,3,4,12,9,85,57,39,11,14,8,13
2025-540,Wimbledon,Grass,128,G,20250630,19,207411,,,Jesper de Jong,R,180,NED,25.081,106,548,111153,,,Christopher Eubanks,R,201,USA,29.153,130,454,6-3 6-7(5) 6-7(7) 6-3 7-6(3),5,R128,269,32,15,188,106,84,48,27,12,12,17,7,193,135,99,26,27,8,11
2025-540,Wimbledon,Grass,128,G,20250630,20,105554,,WC,Daniel Evans,R,175,GBR,35.105,154,375,126652,,WC,Jay Clarke,R,183,GBR,26.927,196,283,6-1 7-5 6-2,5,R128,134,6,0,82,46,37,22,14,2,3,6,6,82,47,33,12,13,1,7
2025-540,Wimbledon,Grass,128,G,20250630,21,105916,,LL,Marton Fucsovics,R,188,HUN,33.391,105,564,206499,,,Aleksandar Kovacevic,R,183,USA,26.836,76,799,6-3 6-7(5) 6-1 5-7 6-4,5,R128,217,18,7,161,101,84,32,26,8,10,6,4,146,85,64,31,24,5,10
2025-540,Wimbledon,Grass,128,G,20250630,22,106218,,,Marcos Giron,R,180,USA,31.934,45,1200,200116,,,Camilo Ugo Carabelli,R,185,ARG,26.037,56,1006,7-6(6) 7-6(4) 6-3,5,R128,159,12,0,108,70,51,22,17,4,7,6,2,124,63,39,31,16,8,12
2025-540,Wimbledon,Grass,128,G,20250630,23,208014,,,Rinky Hijikata,R,178,AUS,24.348,87,693,105676,,,David Goffin,R,180,BEL,34.563,63,930,6-3 6-1 6-1,5,R128,76,6,0,65,38,31,20,12,2,2,3,5,63,31,20,11,11,5,11
2025-540,Wimbledon,Grass,128,G,20250630,24,200416,,Q,August Holmgren,R,188,DEN,27.19,192,285,111460,,,Quentin Halys,R,191,FRA,28.676,46,1174,7-6(4) 6-3 6-4,5,R128,107,20,6,106,66,56,23,16,4,4,17,7,80,49,42,18,15,2,4
2025-540,Wimbledon,Grass,128,G,20250630,25,206681,,,Fabian Marozsan,R,193,HUN,25.728,58,990,210317,,Q,James McCabe,R,188,AUS,21.988,181,308,6-1 6-4 6-3,5,R128,118,3,3,83,54,40,18,13,3,3,8,4,93,64,41,10,13,6,11
2025-540,Wimbledon,Grass,128,G,20250630,26,124079,,,Pedro Martinez,R,185,ESP,28.178,52,1030,207785,,WC,George Loffhagen,R,188,GBR,24.197,293,185,2-6 6-2 6-4 6-2,5,R128,159,0,4,99,70,41,17,17,6,12,16,5,95,47,30,17,17,5,14
2025-540,Wimbledon,Grass,128,G,20250630,27,144895,,,Corentin Moutet,L,180,FRA,26.198,69,894,207681,,,Francisco Comesana,R,178,ARG,24.731,65,914,6-4 6-4 6-2,5,R128,136,6,7,87,52,44,16,14,4,5,8,10,98,58,38,16,14,11,16
2025-540,Wimbledon,Grass,128,G,20250630,28,124116,,,Sebastian Ofner,R,191,AUT,29.133,165,343,209098,,,Hamad Medjedovic,R,188,SRB,21.952,68,896,7-6(8) 3-1 RET,5,R128,87,9,1,50,30,27,14,8,1,1,7,1,65,47,32,10,8,4,5
2025-540,Wimbledon,Grass,128,G,20250630,29,124187,,,Reilly Opelka,R,211,USA,27.838,70,877,207686,,,Alexander Shevchenko,R,188,KAZ,24.583,98,610,6-3 7-5 7-6(4),5,R128,115,19,7,106,64,49,25,17,5,7,11,6,93,57,47,12,16,3,7
2025-540,Wimbledon,Grass,128,G,20250630,30,P0HT,,WC,Jack Pinnington Jones,R,180,GBR,22.253,281,196,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.952,53,1025,7-6(4) 6-3 7-5,5,R128,156,11,5,108,62,51,24,17,7,8,11,4,104,65,51,18,16,10,13
2025-540,Wimbledon,Grass,128,G,20250630,31,132283,,,Lorenzo Sonego,R,191,ITA,30.138,47,1171,210262,,Q,Jaime Faria,R,188,POR,21.9,116,503,6-3 6-4 6-2,5,R128,103,15,0,74,60,48,10,14,2,2,4,6,85,58,41,8,13,5,9
2025-540,Wimbledon,Grass,128,G,20250630,32,126846,,,Aleksandar Vukic,R,188,AUS,29.232,93,664,202358,,,Chun-Hsin Tseng,R,175,TPE,23.893,96,643,6-3 6-4 4-6 7-6(5),5,R128,184,11,3,126,67,54,30,21,3,7,12,9,144,85,61,23,20,9,14
2025-540,Wimbledon,Grass,128,G,20250630,33,207989,2,,Carlos Alcaraz,R,183,ESP,22.155,2,9300,104926,,,Fabio Fognini,R,178,ITA,38.103,138,437,7-5 6-7(5) 7-5 2-6 6-1,5,R128,277,14,9,189,110,77,41,26,16,21,1,9,168,107,68,34,25,8,15
2025-540,Wimbledon,Grass,128,G,20250630,34,126239,,,Arthur Rinderknech,R,196,FRA,29.938,72,873,100644,3,,Alexander Zverev,R,198,GER,28.194,3,6500,7-6(3) 6-7(8) 6-3 6-7(5) 6-4,5,R128,280,25,3,174,124,98,32,27,9,9,31,5,189,144,110,24,28,9,12
2025-540,Wimbledon,Grass,128,G,20250630,35,126203,5,,Taylor Fritz,R,196,USA,27.671,5,4635,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,21.979,36,1411,6-7(6) 6-7(8) 6-4 7-6(6) 6-4,5,R128,205,29,2,160,108,92,37,28,0,0,37,13,185,123,101,31,28,4,6
2025-540,Wimbledon,Grass,128,G,20250630,36,111797,,Q,Nicolas Jarry,R,201,CHI,29.719,143,418,208029,8,,Holger Rune,R,188,DEN,22.171,8,3530,4-6 4-6 7-5 6-3 6-4,5,R128,214,31,8,139,84,66,35,26,3,6,7,9,150,90,70,28,25,7,11
2025-540,Wimbledon,Grass,128,G,20250630,37,126127,,,Benjamin Bonzi,R,183,FRA,29.057,64,930,106421,9,,Daniil Medvedev,R,198,RUS,29.383,9,3420,7-6(2) 3-6 7-6(3) 6-2,5,R128,187,5,1,119,77,60,29,20,5,7,14,12,146,86,65,26,21,1,4
2025-540,Wimbledon,Grass,128,G,20250630,38,126207,12,,Frances Tiafoe,R,188,USA,27.441,12,2990,209284,,,Elmer Moller,R,183,DEN,21.977,117,499,6-3 6-4 6-2,5,R128,105,7,4,78,42,37,19,14,1,2,2,13,82,34,24,24,13,6,11
2025-540,Wimbledon,Grass,128,G,20250630,39,126094,14,,Andrey Rublev,R,188,RUS,27.693,14,2920,111513,,,Laslo Djere,R,188,SRB,30.078,60,961,6-0 7-6(5) 6-7(9) 7-6(6),5,R128,195,12,3,142,88,68,37,21,3,3,13,12,163,85,70,35,21,12,15
2025-540,Wimbledon,Grass,128,G,20250630,40,132686,,,Nuno Borges,R,185,POR,28.359,37,1400,202103,16,,Francisco Cerundolo,R,185,ARG,26.88,19,2285,4-6 6-3 7-6(5) 6-0,5,R128,148,9,0,113,77,58,23,19,7,10,5,4,116,81,54,14,18,8,14
2025-540,Wimbledon,Grass,128,G,20250630,41,111575,17,,Karen Khachanov,R,198,RUS,29.109,20,2240,111456,,,Mackenzie McDonald,R,178,USA,30.207,88,689,7-5 6-4 6-4,5,R128,131,11,1,106,66,51,24,16,6,7,7,2,92,62,42,15,16,6,10
2025-540,Wimbledon,Grass,128,G,20250630,42,209259,,WC,Arthur Fery,R,175,GBR,22.968,461,91,200615,20,,Alexei Popyrin,R,196,AUS,25.903,22,2140,6-4 6-1 4-6 6-4,5,R128,169,6,3,114,67,45,32,18,2,3,20,5,124,72,50,25,19,11,16
2025-540,Wimbledon,Grass,128,G,20250630,43,208103,23,,Jiri Lehecka,R,185,CZE,23.641,25,1965,106198,,,Hugo Dellien,R,180,BOL,32.038,79,751,4-6 6-2 6-2 7-6(0),5,R128,145,22,3,102,67,56,23,19,1,2,6,2,114,78,51,19,19,4,8
2025-540,Wimbledon,Grass,128,G,20250630,44,R0EB,,Q,Valentin Royer,R,188,FRA,24.088,113,513,126774,24,,Stefanos Tsitsipas,R,193,GRE,26.883,26,1920,6-3 6-2 RET,5,R128,77,8,1,50,34,27,10,9,3,3,7,7,60,26,16,18,8,1,4
2025-540,Wimbledon,Grass,128,G,20250630,45,200000,25,,Felix Auger-Aliassime,R,193,CAN,24.893,28,1825,105902,,,James Duckworth,R,183,AUS,33.44,103,566,6-2 3-6 6-7(2) 6-4 6-4,5,R128,222,26,11,136,76,65,29,24,2,4,8,7,171,100,66,39,25,10,15
2025-540,Wimbledon,Grass,128,G,20250630,46,200221,26,,Alejandro Davidovich Fokina,R,180,ESP,26.07,27,1845,200587,,,Brandon Holt,R,185,USA,27.233,99,600,6-2 6-4 7-5,5,R128,108,11,3,84,55,44,17,15,2,3,8,1,87,56,39,11,15,4,9
2025-540,Wimbledon,Grass,128,G,20250630,47,202385,,,Jenson Brooksby,R,193,USA,24.676,101,577,134868,31,,Tallon Griekspoor,R,188,NED,28.994,29,1755,6-2 7-5 6-3,5,R128,138,6,3,100,65,48,17,15,4,5,9,10,109,58,41,18,14,13,18
2025-540,Wimbledon,Grass,128,G,20250630,48,111794,,,Kamil Majchrzak,R,183,POL,29.462,109,527,126610,32,,Matteo Berrettini,R,196,ITA,29.216,35,1515,4-6 6-2 6-4 5-7 6-3,5,R128,187,5,3,134,76,56,36,25,4,8,25,4,136,86,65,22,24,9,15
2025-540,Wimbledon,Grass,128,G,20250630,49,208233,,,Mattia Bellucci,L,175,ITA,24.079,73,864,C0AK,,WC,Oliver Crawford,R,180,GBR,26.168,248,229,6-7(2) 6-3 6-4 6-4,5,R128,178,21,6,110,62,57,30,21,0,0,5,3,131,71,51,34,20,7,10
2025-540,Wimbledon,Grass,128,G,20250630,50,209260,,,Luciano Darderi,R,183,ITA,23.373,59,989,126128,,,Roman Safiullin,R,185,RUS,27.896,75,831,7-6(3) 1-6 6-7(2) 6-3 6-1,5,R128,228,9,4,148,90,63,31,24,5,10,17,7,166,95,64,37,23,11,17
2025-540,Wimbledon,Grass,128,G,20250630,51,209113,,,Gabriel Diallo,R,203,CAN,23.765,40,1322,127157,,,Daniel Altmaier,R,188,GER,26.798,57,998,6-1 6-2 6-4,5,R128,101,7,1,74,43,33,21,13,4,5,5,3,71,35,21,16,12,6,12
2025-540,Wimbledon,Grass,128,G,20250630,52,211663,,,Joao Fonseca,R,188,BRA,18.858,54,1016,207985,,,Jacob Fearnley,R,183,GBR,23.959,51,1060,6-4 6-1 7-6(5),5,R128,121,11,4,90,64,54,13,15,4,4,4,10,96,63,41,17,14,8,11
2025-540,Wimbledon,Grass,128,G,20250630,53,106426,,LL,Cristian Garin,R,185,CHI,29.084,110,525,208210,,Q,Chris Rodesch,R,198,LUX,23.951,163,346,7-6(8) 6-4 6-4,5,R128,133,6,2,96,67,56,19,16,3,3,7,5,104,72,56,15,16,3,5
2025-540,Wimbledon,Grass,128,G,20250630,54,126129,,,Billy Harris,R,193,GBR,30.428,151,383,105583,,LL,Dusan Lajovic,R,183,SRB,35.001,118,498,6-3 6-2 6-4,5,R128,112,8,0,93,66,45,17,14,7,8,3,2,75,40,23,20,13,2,7
2025-540,Wimbledon,Grass,128,G,20250630,55,144750,,,Lloyd Harris,R,193,RSA,28.345,320,159,200267,,,Zizou Bergs,R,185,BEL,26.075,50,1079,7-6(7) 7-6(2) 6-7(5) 6-2,5,R128,246,23,4,173,107,78,36,22,12,14,9,17,163,81,60,41,22,9,13
2025-540,Wimbledon,Grass,128,G,20250630,56,105173,,Q,Adrian Mannarino,L,180,FRA,37.002,123,477,106331,,,Christopher O'Connell,R,183,AUS,31.075,77,775,6-2 6-4 6-3,5,R128,136,3,0,72,42,35,17,13,3,4,4,4,103,55,36,18,14,11,17
2025-540,Wimbledon,Grass,128,G,20250630,57,208278,,Q,Shintaro Mochizuki,R,175,JPN,22.078,144,413,206748,,Q,Giulio Zeppieri,L,183,ITA,23.562,351,140,2-6 3-6 6-3 7-6(6) 7-5,5,R128,194,5,5,170,100,75,36,25,9,14,22,7,140,79,63,34,25,4,8
2025-540,Wimbledon,Grass,128,G,20250630,58,111815,,,Cameron Norrie,L,188,GBR,29.854,61,952,105138,,,Roberto Bautista Agut,R,183,ESP,37.21,42,1236,6-3 3-6 6-4 7-6(3),5,R128,184,18,5,143,100,71,19,20,8,11,6,2,113,83,57,19,20,3,7
